Month,Avg. Players,Change_pct
2023-07-31,881690.91,-0.18810510424347127
2023-08-31,922152.86,0.045891309007597636
2023-09-30,976137.99,0.05854249587210525
2023-10-31,792124.96,-0.18851128824522034
2023-11-30,714511.43,-0.09798142202210103
2023-12-31,770094.8,0.0777921355295883
2024-01-31,760859.23,-0.011992770240754846
2024-02-29,786630.82,0.033871692665146336
2024-03-31,885629.69,0.12585175597365983
2024-04-30,930748.98,0.05094599978914438
2024-05-31,958207.34,0.029501359217175782
2024-06-30,947520.53,-0.011152920202009642
2024-07-31,875365.08,-0.07615185921090284
2024-08-31,897337.88,0.025101298306302144
2024-09-30,836306.66,-0.06801364498286866
2024-10-31,829438.76,-0.008212179010986254
2024-11-30,852164.3,0.02739869547451579
2024-12-31,913953.36,0.07250838834717666
2025-01-31,914092.22,0.00015193335467356128
2025-02-28,1003570.56,0.09788765076679029
2025-03-31,1039662.81,0.03596383895518018
